"study","country","religion","subject_id","order_cb","interviewer","language","subject_gender","subject_age","subject_ethnicity","subject_afford","subject_ses","subject_occupation_parent","subject_occupation","subject_education","subject_education_text","subject_urban_rural","subject_religion","subject_religion_parent","subject_religiosity","subject_church","subject_tongues1","subject_tongues2","spev_score","por_score"
"study 2","Thailand","general population",30879,1,"Mui and Buu","Thai","Female",23,"Thai",1,1,"Dad: Lawyer, Mom: Housewife","Customer service",NA,NA,"Urban","Buddhist","Buddhist",0,"Maetang temple - Guan Yin Shrine, Chai Mongkon temple",1,1,0.296296296296296,0.3125
"study 2","Thailand","general population",30880,1,"Mui and Buu","Thai","Female",25,"Thai",1,0,"Dad: farmer, Mom: sawing","Officer",NA,NA,"Rural","Buddhist","Buddhist",0,"Phatuang temple",1,1,0,0.25
"study 2","Thailand","general population",30881,1,"Mui and Buu","Thai","Female",25,"Thai",1,0,"not trans, not trans","officer",NA,NA,"Rural","Buddhist","Buddhist",0,"Hyuwsainua temple",1,1,0.1875,0.375
"study 2","Thailand","general population",30882,1,"Mui and Buu","Thai","Female",29,"Thai",1,0,"stay home","Teacher",NA,NA,"Rural","Buddhist","Buddhist",1,"every temple",1,1,0.37037037037037,0.34375
"study 2","Thailand","general population",30883,1,"Mui and Buu","Thai","Male",32,"Thai",1,0,"Mom: Housewife","Teacher",NA,NA,"Rural","Buddhist","Buddhist",-2,"Anywhere most convenient to me",1,1,0.222222222222222,0.15625
"study 2","Thailand","general population",30884,1,"Mui and Buu","Thai","Female",39,"Thai",1,0,"Mom: Housewife","Teacher",NA,NA,"Rural","Buddhist","Buddhist",-2,"Anywhere convenient",1,1,0.37037037037037,0.28125
"study 2","Thailand","general population",30885,1,"Mui and Buu","Thai","Female",56,"Thai",1,0,"farmer","Housewife",NA,NA,"Rural","Buddhist","Buddhist",0,"general temples (any temple)",1,1,0.259259259259259,0.09375
"study 2","Thailand","general population",30886,1,"Mui and Buu","Thai","Female",24,"Thai",1,0,"owner, housewife","secretary",NA,NA,"Urban","Umong temple","Buddhist",-1,"Buddhist",1,1,0.125,0.28125
"study 2","Thailand","general population",30887,1,"Mui and Buu","Thai","Male",37,"Thai",1,0,"Farmer","repairman, sells goods",NA,NA,"Rural","Buddhist","Buddhist",0,"Temple near home, Wat Tong Kai, Tongky temple",1,1,0.1875,0.1875
"study 2","Thailand","general population",30888,2,"Mui and Buu","Thai","Female",53,"Thai",1,0,"farmer","farmer","Other","grade 4","Rural","Wat Nong Ban","Buddhist",0,"Buddhist",1,1,0.1875,0.09375
"study 2","Thailand","general population",30889,2,"Mui and Buu","Thai","Female",64,"Thai",1,0,"Passed away","Farmer","No HS degree",NA,"Rural","Buddhist","Buddhist",0,"Wat Suk Wiwekaram",1,1,0.1875,0.0625
"study 2","Thailand","general population",30890,2,"Mui and Buu","Thai","Female",59,"Thai",1,0,"Seller","Farmer","No HS degree",NA,"Rural","Buddhist","Buddhist",0,"Wat Fang Min",1,1,0.1875,0.15625
"study 2","Thailand","general population",30891,2,"Mui and Buu","Thai","Male",62,"Thai",1,0,"pass away","farmer",NA,NA,"Rural","Buddhist","Buddhist",1,"Wat Fang Min, branch of Wat Pa Dara pirom",1,1,0.25,0
"study 2","Thailand","general population",30892,2,"Mui and Buu","Thai","Female",53,"Thai",1,0,"pass away","farmer",NA,NA,"Rural","Buddhist","Buddhist",0,"Wat Don Jiang",1,1,0.25,0.15625
"study 2","Thailand","general population",30893,2,"Mui and Buu","Thai","Male",36,"Thai",1,0,"Farmer","Farmer","No HS degree",NA,"Rural","Buddhist","Buddhist",0,"Neighborhood temple",1,1,0.125,0.03125
"study 2","Thailand","general population",30894,2,"Mui and Buu","Thai","Female",32,"Thai",1,0,"Farmer","Seller","No HS degree",NA,"Rural","Buddhist","Buddhist",0,"Wat Baan Don Jiang",1,1,0.1875,0.03125
"study 2","Thailand","general population",30895,2,"Mui and Buu","Thai","Male",55,"Thai",1,0,"farmer","salesman",NA,NA,"Rural","Buddhist","Buddhist",0,"temples that focus on dhamma practice & temples in forest, Wat Pha Wua, Wat Phu Thok (Bueng Kan province)",1,1,0.222222222222222,0.21875
"study 2","Thailand","general population",30896,2,"Mui and Buu","Thai","Female",34,"Thai",1,1,"government official","contract worker",NA,NA,"Rural","Buddhist","Buddhist",-1,"mdata",1,1,0.259259259259259,0.09375
"study 2","Thailand","general population",30897,2,"Mui and Buu","Thai","Male",32,"Thai",1,0,"Farmer","Self-employed","Bachelors degree",NA,"Rural","Buddhist","Buddhist",-1,"Missing Data",1,1,0.125,0.0625
"study 2","Thailand","general population",30898,2,"Mui and Buu","Thai","Female",45,"Thai",1,0,"Stay home","Laundry woman","Bachelors degree",NA,"Urban","Buddhist, Christian (After marry, sometimes go to church w/ husband on Sunday, he is Christian, but i did not change my religion)","Buddhist",0,"Wat Umong",1,1,0.0625,0
"study 2","Thailand","general population",30899,2,"Mui and Buu","Thai","Male",53,"Thai",1,0,"pass away","government official",NA,NA,"Urban","Buddhist","Buddhist",0,"forest temples, dhamma practice center, simple temples - have old monks, Wat Xhru Ba Duang Dee, Wat Baan Fon",1,1,0.148148148148148,0.125
"study 2","Thailand","general population",30900,2,"Mui and Buu","Thai","Female",27,"Thai",1,0,"employee","employee",NA,NA,"Urban","Buddhist","Buddhist",0,"Wat Khao Tang On",1,1,0.133333333333333,0.1875
"study 2","Thailand","general population",30901,2,"Mui and Buu","Thai","Female",28,"Thai",0,0,"Contract worker","Employee","Bachelors degree",NA,"Urban","Buddhist","Buddhist",-1,"Missing Data",0,0,0.111111111111111,0.09375
"study 2","Thailand","general population",30902,2,"Mui and Buu","Thai","Female",35,"Thai",1,1,"Mom: Nurse","Casual worker",NA,NA,"Urban","Buddhist","Buddhist",1,"Forest temples",1,1,0.909090909090909,0.0625
"study 2","Thailand","charismatic",30763,1,"4 church members","Thai","Female",20,"Thai",0,0,"Agriculture / Farmer","Odd job",NA,NA,"Rural","Christian","Christian",0,"The all",0,0,0.407407407407407,0.5
"study 2","Thailand","charismatic",30764,1,"4 church members","Thai","Male",17,"Thai",1,1,"Government officer","Student",NA,NA,"Rural","Christian","Buddhist",1,"The All every Sunday",1,1,0.37037037037037,0.78125
"study 2","Thailand","charismatic",30765,1,"4 church members","Thai","Male",24,"Thai",1,0,"seller","seller",NA,NA,"Urban","Christian","Christian",-1,"The ACC",1,1,0.296296296296296,0.5625
"study 2","Thailand","charismatic",30766,1,"4 church members","Thai","Male",17,"Thai",0,0,"seller/odd jobs","student",NA,NA,"Urban","Buddhist","Buddhist",-1,"the all",0,0,0.125,0.59375
"study 2","Thailand","charismatic",30767,1,"4 church members","Thai","Female",15,"Thai",1,0,"Odd Job","Student",NA,NA,"Rural","Christian","Buddhist",-1,"The ALL (Not regular attendee)",1,1,0.125,0.5625
"study 2","Thailand","charismatic",30768,1,"4 church members","Thai","Male",19,"Thai",1,0,"Seller","Student",NA,NA,"Urban","Christian","Buddhist",0,"The ALL (Not regular attendee)",1,1,0.259259259259259,0.71875
"study 2","Thailand","charismatic",30769,1,"4 church members","Thai","Male",23,"Thai",1,0,"seller","student",NA,NA,"Rural","Christian","Buddhist",0,"?",1,1,0.259259259259259,0.40625
"study 2","Thailand","charismatic",30770,1,"4 church members","Thai","Female",23,"Thai",1,0,"seller","student",NA,NA,"Rural","Christian","Buddhist",0,"church of day",1,1,0.296296296296296,0.4375
"study 2","Thailand","charismatic",30771,1,"4 church members","Thai","Female",22,"Thai",1,0,"Missing Data","Student",NA,NA,"Rural","Christian","Buddhist",0,"The ALL",1,1,0.25,0.40625
"study 2","Thailand","charismatic",30772,1,"4 church members","Thai","Male",24,"Thai",1,0,"Missing Data","Bartender",NA,NA,"Rural","Christian","Buddhist",0,"RomPraKan",1,1,0.259259259259259,0.464285714285714
"study 2","Thailand","charismatic",30773,1,"4 church members","Thai","Male",26,"Thai",1,0,"Officer","Trader",NA,NA,"Urban","Christian","Buddhist",-1,"The All Church",1,1,0.4375,0.53125
"study 2","Thailand","charismatic",30774,1,"4 church members","Thai","Female",24,"Thai",1,0,"Retired","Individual Artist",NA,NA,"Urban","The All Church","Christian",2,"Buddhist",1,1,0.407407407407407,0.5625
"study 2","Thailand","charismatic",30775,1,"4 church members","Thai","Female",20,"Thai",1,0,"[not translated]","[not translated]",NA,NA,"Rural","Christian","Missing Data",-1,"The ALL Church",1,1,0.222222222222222,0.166666666666667
"study 2","Thailand","charismatic",30776,1,"4 church members","Thai","Female",22,"Thai",0,0,"[Not translated]","[Not translated]",NA,NA,"Urban","Christian","Missing Data",1,"The ALL",0,0,0.4375,0.607142857142857
"study 2","Thailand","charismatic",30777,1,"4 church members","Thai","Male",37,"Thai",1,0,"not trans","not trans",NA,NA,"Rural","Christian","mdata",-1,"The All Church",1,1,0.296296296296296,0.428571428571429
"study 2","Thailand","charismatic",30778,1,"4 church members","Thai","Female",20,"Thai",1,0,"add job","Service",NA,NA,"Rural","The All Church","Christian",-1,"Buddhist",1,1,0.25,0.34375
"study 2","Thailand","charismatic",30779,1,"4 church members","Thai","Female",34,"Thai",1,0,"Seller","Freedom",NA,NA,"Urban","Christian","Buddhist",-1,"The ALL Church",1,1,0.25,0.21875
"study 2","Thailand","charismatic",30780,1,"4 church members","Thai","Female",22,"Thai",1,0,"Business owner","Student",NA,NA,"Urban","Christian","Buddhist",-1,"The ALL Church",1,1,0.25,0.1875
"study 2","Thailand","charismatic",30781,1,"4 church members","Thai","Male",26,"Thai",1,2,"Seller","Investor",NA,NA,"Rural","The All Church","Christian",0,"Buddhist",1,1,0.481481481481481,0.65625
"study 2","Thailand","charismatic",30782,1,"4 church members","Thai","Female",20,"Thai",1,0,"agriculture","student",NA,NA,"Rural","All chuch","Christian",0,"Buddhist",1,1,0.625,0.625
"study 2","Thailand","charismatic",30783,1,"4 church members","Thai","Female",46,"Thai",1,0,"Seller","Seller",NA,NA,"Urban","Christian","Buddhist",0,"1 -2 /month",1,1,0.37037037037037,0.34375
"study 2","Thailand","charismatic",30784,1,"4 church members","Thai","Female",16,"Thai",1,0,"Seller","Student",NA,NA,"Urban","Christian","Christian",1,"[Not translated]",1,1,0.25,0.46875
"study 2","Thailand","charismatic",30785,1,"4 church members","Thai","Female",17,"Thai",1,0,"Furniture Seller","Student",NA,NA,"Urban","Christian","Buddhist",1,"The All",1,1,0.37037037037037,0.533333333333333
"study 2","Thailand","charismatic",30786,1,"4 church members","Thai","Female",20,"Thai",1,0,"Seller","Student",NA,NA,"Rural","Christian","Buddhist",1,"The All",1,1,0.5,0.53125
"study 2","Thailand","charismatic",30787,1,"4 church members","Thai","Female",17,"Thai",1,0,"Agriculture","[Not translated]",NA,NA,"Rural","Christian","Christian",1,"The ALL",1,1,0.466666666666667,0.53125
"study 2","Thailand","charismatic",30788,1,"4 church members","Thai","Female",15,"American / Thai (Grown up in Thailand)",1,0,"Housekeeper","Student",NA,NA,"Urban","Christian","Christian",0,"The ALL",1,1,0.444444444444444,0.65625
"study 2","Thailand","charismatic",30829,2,"4 church members","Thai","Female",35,"Thai",1,0,"Farmer","Contract worker","Bachelors degree",NA,"Rural","Christian","Buddhist",0,"Hope Church, San Sai district",1,1,0.3125,0.15625
"study 2","Thailand","charismatic",30848,2,"4 church members","Thai","Female",20,"Thai",1,0,"seller","seller",NA,NA,"Urban","Christian","Christian",-1,"The All Church",1,1,0.2,0.53125
"study 2","Thailand","charismatic",30849,2,"4 church members","Thai","Male",25,"Thai",1,0,"Missing Data","Collecting Consumer Data",NA,NA,"Urban","Christian","Buddhist",1,"The ALL",1,1,0.44,0.71875
"study 2","Thailand","charismatic",30850,2,"4 church members","Thai","Female",21,"Thai",1,0,"Private business","Student",NA,NA,"Rural","Christian","Buddhist",1,"The ALL",1,1,0.444444444444444,0.53125
"study 2","Thailand","charismatic",30851,2,"4 church members","Thai","Male",51,"Thai",1,0,"soldier, gov't worker","dealer of children's 10 yr",NA,NA,"Urban","Christian","Buddhist",0,"The All, not every week",1,1,0.266666666666667,0.53125
"study 2","Thailand","charismatic",30852,2,"4 church members","Thai","Female",18,"Thai",1,1,"business owner","student",NA,NA,"Rural","The All","Christian",1,"Christian",1,1,0.4375,0.84375
"study 2","Thailand","charismatic",30853,2,"4 church members","Thai","Male",20,"Thai",1,0,"Missing Data","office worker @ CP All",NA,NA,"Urban","Christian","Buddhist",0,"The All Church",1,1,0.222222222222222,0.625
"study 2","Thailand","charismatic",30854,2,"4 church members","Thai","Female",20,"Thai",1,0,"Missing Data","Student",NA,NA,"Rural","Christian","Buddhist",0,"The ALL",1,1,0.111111111111111,0.633333333333333
"study 2","Thailand","charismatic",30855,2,"4 church members","Thai","Male",22,"Thai",1,0,"mdata","student",NA,NA,"Rural","Christian","Buddhist",0,"Chiang Mai harvest church",1,1,0.4375,0.46875
"study 2","Thailand","charismatic",30856,2,"4 church members","Thai","Female",37,"Thai",1,0,"maid / home workers","officer",NA,NA,"Urban","Christian","Buddhist",-1,"The All",1,1,0.37037037037037,0.625
"study 2","Thailand","charismatic",30857,2,"4 church members","Thai","Female",22,"Thai",1,0,"Businessman","Student",NA,NA,"Urban","Christian","Buddhist",0,"The ALL",1,1,0.1875,0.46875
"study 2","Thailand","charismatic",30858,2,"4 church members","Thai","Female",28,"Thai",1,0,"Missing Data","Program assistant at University Study Abroad Consortium",NA,NA,"Rural","Christian","Christian",0,"Nexus",1,1,0.37037037037037,0.8
"study 2","Thailand","charismatic",30859,2,"4 church members","Thai","Female",23,"Thai",1,0,"officer","students",NA,NA,"Urban","Christian","Buddhist",-1,"The All BKK",1,1,0.153846153846154,0.46875
"study 2","Thailand","charismatic",30860,2,"4 church members","Thai","Male",28,"Thai",1,0,"Agricultural","Musician",NA,NA,"Rural","Christian","Christian",0,"church of love, Chiangmai",1,1,0.3125,0.4375
"study 2","Thailand","charismatic",30861,2,"4 church members","Thai","Female",23,"Thai",1,0,"Missing Data","Student",NA,NA,"Rural","Christian","Christian",0,"Thai Vieang (Chiang Rai)",1,1,0.4375,0.53125
"study 2","Thailand","charismatic",30862,2,"4 church members","Thai","Male",23,"Thai",1,0,"Agricultural","Musician",NA,NA,"Rural","Christian","Christian",0,"Changing a lot",1,1,0.296296296296296,0.34375
"study 2","Thailand","charismatic",30863,2,"4 church members","Thai","Male",23,"Thai",1,0,"odd job","service",NA,NA,"Rural","Christian","Christian",0,"Changing all the time",1,1,0.3125,0.375
"study 2","Thailand","charismatic",30864,2,"4 church members","Thai","Male",25,"Thai",1,0,"odd job","musician",NA,NA,"Urban","Christian","mdata",1,"The All Church",1,1,0.230769230769231,0.25
"study 2","Thailand","charismatic",30865,2,"4 church members","Thai","Female",21,"Thai",1,0,"[Not translated]","[Not translated]",NA,NA,"Rural","Christian","Missing Data",-1,"The ALL Church",1,1,0.37037037037037,0.357142857142857
"study 2","Thailand","charismatic",30866,2,"4 church members","Thai","Male",27,"Thai",1,1,"[Not translated]","[Not translated]",NA,NA,"Urban","Christian","Missing Data",-1,"The ALL Church",1,1,0.1875,0.357142857142857
"study 2","Thailand","charismatic",30867,2,"4 church members","Thai","Male",25,"Thai",0,-2,"odd job","student",NA,NA,"Urban","Christian","Buddhist",-1,"The All Church",0,0,0.185185185185185,0.3125
"study 2","Thailand","charismatic",30868,2,"4 church members","Thai","Male",23,"Thai",1,0,"seller","student",NA,NA,"Urban","Christian","Buddhist",-2,"The All Church",1,1,0.1875,0.53125
"study 2","Thailand","charismatic",30869,2,"4 church members","Thai","Male",24,"Thai",1,0,"Government","Business administration",NA,NA,"Urban","Christian","Buddhist",-1,"The ALL Church",1,1,0.111111111111111,0.1875
"study 2","Thailand","charismatic",30870,2,"4 church members","Thai","Female",23,"Thai",1,0,"Radio 0.5","Business administration",NA,NA,"Urban","Christian","Buddhist",-1,"The ALL BKK",1,1,0.125,0.28125
"study 2","Thailand","charismatic",30871,2,"4 church members","Thai","Female",46,"Thai",1,1,"gov't officer","seller/business owner",NA,NA,"Urban","Christian","Buddhist",0,"Chiang Khong",1,1,0.481481481481481,0.28125
"study 2","Thailand","charismatic",30872,2,"4 church members","Thai","Female",14,"mdata",0,-1,"mdata","mdata",NA,NA,"Rural","Buddhist (interviewed @ church)","Buddhist",-1,"The All",0,0,0.592592592592593,0.71875
"study 2","Thailand","charismatic",30873,2,"4 church members","Thai","Female",21,"Thai",1,0,"Agriculture","Student",NA,NA,"Rural","Christian","Christian",0,"The ALL",1,1,0.25,0.625
"study 2","Thailand","charismatic",30874,2,"4 church members","Thai","Male",35,"Thai",1,2,"Missing Data","Chef",NA,NA,"Urban","Buddhist","Buddhist",0,"The ALL",1,1,0.461538461538462,0.766666666666667
"study 2","Thailand","charismatic",30875,2,"4 church members","Thai","Male",36,"Thai",1,0,"agriculture","chat",NA,NA,"Rural","The All","Buddhist",-1,"Buddhist",1,1,0.5,0.34375
"study 2","Thailand","charismatic",30876,2,"4 church members","Thai","Female",17,"not trans",1,0,"business owner","student",NA,NA,"Urban","Christian","Christian",0,"The All",1,1,0.444444444444444,0.5625
"study 2","China","general population",20401,1,"Tiange Zhang","Chinese","Male",63,"Han",1,0,"Medical doctors","Professor of medicine",NA,NA,"Urban","None","None",-2,"None",1,1,0,0
"study 2","China","general population",20402,1,"Tiange Zhang","Chinese","Male",63,"Han",1,-1,"Labor","Doctor",NA,NA,"Rural","No","No",0,"not trans",1,1,0.05,0
"study 2","China","general population",20403,1,"Tiange Zhang","Chinese","Female",40,"Han",1,0,"Staff member","Doctor",NA,NA,"Urban","None","None",0,"Temple (worship), Church (visit/tour)",1,1,0.05,0.142857142857143
"study 2","China","general population",20404,1,"Tiange Zhang","Chinese","Male",37,"Han",1,1,"Labor worker","Doctor",NA,NA,"Urban","None","None",0,"Temple every 2 to 3 months",1,1,0.05,0.0357142857142857
"study 2","China","general population",20405,1,"Tiange Zhang","Chinese","Female",35,"not trans",1,-1,"not trans","not trans",NA,NA,"Urban","None","None",-1,"Only travel (none)",1,1,0.05,0
"study 2","China","general population",20406,1,"Tiange Zhang","Chinese","Male",34,"Han",1,0,"Teacher","Doctor",NA,NA,"Urban","None","None",-1,"Church",1,1,0,0.214285714285714
"study 2","China","general population",20407,1,"Tiange Zhang","Chinese","Female",41,"Han",1,0,"Business man","Nurse",NA,NA,"Urban","Buddhism","None",1,"Temple",1,1,0.157894736842105,0.107142857142857
"study 2","China","general population",20408,1,"Tiange Zhang","Chinese","Female",36,"Han",1,0,"Labor","Nurse",NA,NA,"Urban","None","None",0,"None",1,1,0,0
"study 2","China","general population",20409,1,"Tiange Zhang","Chinese","Female",28,"Han",1,0,"Labor","Nurse",NA,NA,"Urban","None","None",0,"Temple",1,1,0.05,0
"study 2","China","general population",20410,1,"Tiange Zhang","Chinese","Female",34,"Han",1,0,"Staff","Nurse",NA,NA,"Urban","None","None",-1,"None",1,1,0,0
"study 2","China","general population",20411,1,"Tiange Zhang","Chinese","Female",23,"Han",1,-1,"Mom: Housewife, Dad: Civil servant","Staff",NA,NA,"Rural","None","Dad: Buddhism",0,"None",1,1,0.2,0.142857142857143
"study 2","China","general population",20412,1,"Tiange Zhang","Chinese","Female",24,"Han",1,-1,"Business man","Social work",NA,NA,"Urban","None","Mom: Christianity",-1,"For visiting",1,1,0.05,0
"study 2","China","general population",20413,1,"Tiange Zhang","Chinese","Female",20,"Han",1,-1,"Freelance","student",NA,NA,"Rural","None","Mom: Christianity",-1,"Church (Mother took her)",1,1,0,0.107142857142857
